student_id,gender,age,study_hours,attendance_rate,previous_scores,parental_education,school_type,extracurricular,final_math_score
3021,Male,18,11.9,70.0,57.1,High School,Public,4,91.0
3022,Male,18,16.7,78.8,57.9,Master’s,Private,3,99.3
3023,Female,17,19.3,92.7,68.1,Bachelor’s,Public,4,100.0
3024,Male,15,16.3,98.7,41.3,Master’s,Public,2,96.1
3025,Male,17,12.9,72.0,87.4,High School,Public,4,100.0
3026,Female,18,10.9,53.0,59.0,Bachelor’s,Public,2,73.4
3027,Male,15,2.7,87.5,91.2,High School,Private,3,87.2
3028,Female,15,19.7,78.3,88.2,High School,Private,4,100.0
3029,Female,18,8.9,72.4,79.7,Master’s,Public,0,88.8
3030,Female,16,4.7,65.5,59.5,Bachelor’s,Public,2,66.6
3031,Male,16,14.0,75.1,71.0,Bachelor’s,Private,2,98.4
3032,Male,15,7.1,66.9,66.7,Bachelor’s,Public,0,72.7
3033,Male,17,12.5,87.9,60.3,Master’s,Public,4,100.0
3034,Female,16,12.6,77.2,90.9,Bachelor’s,Public,3,100.0
3035,Male,17,10.0,93.8,69.0,Master’s,Private,1,90.4
3036,Female,16,17.1,77.2,90.0,Bachelor’s,Public,4,100.0
3037,Female,16,6.8,61.9,46.3,Master’s,Private,4,70.0
3038,Male,17,10.1,92.6,48.5,Bachelor’s,Private,2,99.1
3039,Female,18,11.7,77.9,98.6,Master’s,Private,2,100.0
3040,Male,16,13.9,60.3,75.3,High School,Public,3,88.0
3041,Male,16,16.1,81.2,70.6,High School,Public,3,100.0
3042,Male,17,9.1,67.9,71.4,High School,Public,3,81.6
3043,Male,18,13.6,92.2,52.9,Bachelor’s,Private,0,88.6
3044,Male,16,4.7,72.7,83.1,Master’s,Public,1,80.0
3045,Female,16,18.8,86.3,45.1,High School,Public,1,95.7
3046,Female,18,8.9,54.8,74.4,Bachelor’s,Private,3,85.8
3047,Female,16,15.1,69.8,74.2,Master’s,Private,2,96.9
3048,Male,18,2.4,99.2,94.9,High School,Private,1,94.3
3049,Male,18,5.7,90.4,71.6,High School,Public,4,89.3
3050,Male,17,10.8,58.0,48.2,Bachelor’s,Public,0,65.4
3051,Female,15,17.8,63.9,74.4,Master’s,Public,2,98.7
3052,Male,18,11.5,66.5,45.5,Bachelor’s,Private,0,69.3
3053,Female,17,18.7,82.5,52.2,High School,Public,4,100.0
3054,Female,15,10.7,87.8,41.9,Bachelor’s,Private,1,77.1
3055,Male,16,10.8,87.5,70.8,Bachelor’s,Public,0,100.0
3056,Male,15,4.2,75.5,45.1,High School,Public,0,57.2
3057,Female,18,16.4,90.5,68.2,High School,Public,0,99.2
3058,Male,18,6.4,71.9,96.0,Master’s,Public,4,90.2
3059,Female,18,18.2,56.2,83.2,Master’s,Public,2,100.0
3060,Male,18,18.4,78.2,44.6,High School,Private,2,90.7
3061,Male,18,19.0,97.6,53.5,High School,Private,4,100.0
3062,Female,17,11.4,89.6,80.4,Master’s,Public,0,100.0
3063,Male,18,14.2,78.9,93.7,Bachelor’s,Public,0,100.0
3064,Female,17,16.0,82.3,42.0,High School,Private,3,88.5
3065,Male,16,4.4,96.5,88.7,High School,Public,1,94.7
3066,Female,18,12.8,71.4,73.7,Bachelor’s,Private,1,93.4
3067,Female,18,2.6,66.6,72.8,Master’s,Public,2,75.0
3068,Male,15,11.0,98.9,97.5,Master’s,Public,4,100.0
3069,Female,16,4.8,93.2,84.9,Bachelor’s,Private,0,91.6
3070,Male,18,5.3,66.2,91.0,High School,Private,1,88.8
3071,Male,18,8.6,73.2,61.2,Bachelor’s,Public,4,79.7
3072,Male,16,9.8,70.8,73.3,High School,Private,4,90.0
3073,Female,17,13.2,57.5,76.9,Master’s,Private,0,88.5
3074,Female,18,3.3,97.9,59.3,High School,Public,4,81.8
3075,Male,15,11.1,70.2,74.2,High School,Public,1,100.0
3076,Male,18,5.3,93.8,54.2,High School,Public,3,85.2
3077,Female,15,12.3,59.5,48.6,High School,Public,1,79.5
3078,Male,15,13.5,77.4,62.4,High School,Private,3,92.2
3079,Male,18,12.0,51.2,84.4,Master’s,Public,4,92.3
3080,Female,18,15.3,88.2,95.0,Bachelor’s,Public,1,100.0
3081,Male,15,8.0,79.0,67.5,Master’s,Private,0,88.9
3082,Female,16,15.8,81.3,78.6,High School,Private,4,100.0
3083,Male,16,9.8,52.6,46.2,Bachelor’s,Public,0,61.4
3084,Female,18,10.7,60.6,94.3,High School,Public,3,96.3
3085,Male,17,13.7,53.7,74.1,Master’s,Private,2,90.2
3086,Male,16,2.3,64.4,86.8,Master’s,Public,2,80.6
3087,Female,18,13.8,81.4,87.7,High School,Private,3,100.0
3088,Male,16,13.1,78.3,55.4,High School,Private,2,90.5
3089,Female,17,7.6,80.6,71.8,Bachelor’s,Private,4,85.5
3090,Male,18,3.5,77.5,97.6,Bachelor’s,Public,4,91.9
3091,Female,17,3.6,63.7,45.4,High School,Public,1,50.2
3092,Female,18,18.6,62.2,81.0,Bachelor’s,Private,4,100.0
3093,Female,17,14.4,56.9,97.7,High School,Public,2,100.0
3094,Female,16,4.3,92.5,58.0,High School,Private,0,68.8
3095,Male,16,8.4,80.8,91.7,High School,Public,1,100.0
3096,Male,17,12.7,59.3,96.0,Master’s,Public,0,84.4
3097,Female,17,17.0,58.9,84.8,High School,Private,2,100.0
3098,Female,17,2.8,93.7,53.9,High School,Public,0,76.6
3099,Female,18,6.3,87.1,60.0,High School,Public,2,78.0
3100,Male,16,18.0,83.0,42.1,Bachelor’s,Public,4,97.1
3101,Male,18,2.2,70.3,89.9,High School,Private,1,81.4
3102,Male,16,5.6,63.1,91.0,Master’s,Public,3,75.0
3103,Male,15,19.3,99.0,78.0,Master’s,Private,2,100.0
3104,Female,18,13.0,89.9,61.2,High School,Public,4,98.3
3105,Female,16,6.7,65.1,44.6,High School,Public,0,61.3
3106,Female,16,3.2,92.4,85.2,High School,Public,4,85.2
3107,Male,18,2.5,87.9,83.6,Master’s,Private,0,81.9
3108,Male,18,6.4,64.9,94.8,Bachelor’s,Private,0,88.8
3109,Male,16,17.9,71.3,83.8,Bachelor’s,Private,0,100.0
3110,Female,18,9.5,59.3,89.7,High School,Public,0,88.6
3111,Female,17,15.0,55.6,84.8,Bachelor’s,Public,1,91.6
3112,Male,18,18.5,86.1,77.8,Master’s,Public,0,100.0
3113,Female,18,9.3,63.4,65.6,High School,Private,1,81.7
3114,Male,18,5.4,91.0,94.1,Bachelor’s,Public,3,97.9
3115,Male,16,11.3,99.8,79.1,High School,Public,1,100.0
3116,Female,17,18.3,53.8,63.9,High School,Private,0,87.8
3117,Male,15,16.5,73.7,45.0,Master’s,Public,3,92.6
3118,Female,15,3.2,90.1,57.4,Master’s,Private,4,76.4
3119,Male,17,14.5,89.4,72.6,Bachelor’s,Public,1,100.0
3120,Female,17,12.3,88.0,56.5,Master’s,Public,4,90.3
3121,Female,17,18.3,67.4,53.3,High School,Public,3,95.1
3122,Female,16,4.2,72.7,71.6,Master’s,Public,1,69.3
3123,Male,15,11.6,79.7,50.2,Bachelor’s,Public,0,77.3
3124,Male,17,17.8,98.7,88.0,Bachelor’s,Private,1,100.0
3125,Female,16,9.4,66.4,69.1,Bachelor’s,Public,0,76.2
3126,Female,15,10.7,96.2,74.4,Master’s,Public,2,98.1
3127,Male,18,3.3,63.5,48.8,Master’s,Private,1,61.7
3128,Male,16,7.0,99.5,59.5,Master’s,Private,1,83.6
3129,Male,15,7.8,83.5,64.6,Master’s,Private,4,85.5
3130,Female,16,19.0,73.2,88.5,Master’s,Public,4,100.0
3131,Male,15,7.1,80.7,86.2,Bachelor’s,Private,3,91.5
3132,Male,15,10.3,63.6,53.4,Bachelor’s,Private,0,72.7
3133,Female,18,14.1,63.7,77.0,Master’s,Private,4,100.0
3134,Male,16,4.9,55.7,54.6,High School,Private,3,56.2
3135,Male,17,10.8,55.7,99.3,Bachelor’s,Public,0,97.5
3136,Male,18,15.3,67.4,97.1,High School,Private,0,100.0
3137,Female,18,17.6,88.1,73.8,High School,Private,0,100.0
3138,Female,15,13.3,80.4,81.9,Bachelor’s,Public,2,100.0
3139,Female,17,14.0,55.1,88.1,High School,Public,0,100.0
3140,Female,16,4.3,92.6,83.3,High School,Private,3,94.5
3141,Female,17,19.0,80.1,82.0,Bachelor’s,Public,0,100.0
3142,Female,17,4.4,98.0,97.5,Bachelor’s,Private,0,97.7
3143,Female,17,15.9,83.5,75.8,Master’s,Public,3,100.0
3144,Male,17,6.8,58.8,78.2,Bachelor’s,Public,1,70.7
3145,Male,17,18.8,73.7,91.0,High School,Private,0,100.0
3146,Female,15,15.0,82.4,80.2,Bachelor’s,Public,3,100.0
3147,Male,15,15.6,51.4,84.0,Master’s,Public,4,100.0
3148,Male,18,5.9,50.7,54.1,Bachelor’s,Private,3,65.5
3149,Female,15,10.0,56.5,62.3,High School,Private,2,80.0
3150,Male,18,13.1,62.6,48.8,Bachelor’s,Public,4,79.8
3151,Male,18,15.9,71.5,70.3,High School,Public,1,100.0
3152,Male,16,3.9,74.4,67.3,Bachelor’s,Private,1,81.8
3153,Male,17,19.3,56.9,99.8,Master’s,Public,3,100.0
3154,Male,15,18.0,83.7,76.7,Master’s,Private,3,100.0
3155,Female,16,6.9,79.8,87.2,Bachelor’s,Public,0,89.0
3156,Female,15,16.8,64.7,60.0,High School,Public,0,93.9
3157,Female,18,11.3,50.7,89.9,Master’s,Private,2,94.1
3158,Male,15,10.3,53.9,76.9,High School,Private,0,81.3
3159,Female,17,7.7,69.6,81.8,Bachelor’s,Public,3,77.1
3160,Male,18,12.5,57.7,57.7,Master’s,Public,3,78.0
3161,Male,18,15.1,68.8,72.9,Master’s,Public,0,99.7
3162,Male,16,9.4,81.4,78.0,High School,Public,2,84.6
3163,Male,17,13.3,77.4,75.3,Master’s,Private,3,99.8
3164,Female,18,14.6,61.6,94.9,High School,Public,2,100.0
3165,Female,17,14.8,67.2,93.9,High School,Public,3,100.0
3166,Male,15,2.9,80.7,98.3,Bachelor’s,Private,2,81.9
3167,Female,17,17.5,93.0,80.0,High School,Private,2,100.0
3168,Male,18,10.2,87.7,98.3,Master’s,Private,2,100.0
3169,Female,16,6.7,77.7,89.9,High School,Public,0,87.7
3170,Female,18,6.4,68.1,56.2,Master’s,Private,1,72.7
3171,Male,17,10.7,68.3,65.6,High School,Private,2,76.8
3172,Female,17,18.0,94.0,54.3,Bachelor’s,Public,2,98.1
3173,Male,18,8.8,52.0,40.3,Bachelor’s,Private,3,61.4
3174,Female,17,15.5,99.4,51.3,High School,Private,1,99.6
3175,Male,15,3.7,83.2,40.2,High School,Public,3,67.8
3176,Male,18,10.6,84.1,83.2,High School,Private,3,100.0
3177,Female,16,19.9,51.9,65.5,Bachelor’s,Public,2,91.7
3178,Female,18,15.9,80.3,58.8,High School,Private,4,96.3
3179,Male,15,5.8,74.2,85.7,High School,Private,1,91.2
3180,Female,15,11.0,55.3,89.9,Master’s,Private,3,100.0
3181,Female,15,6.2,63.9,98.5,Bachelor’s,Public,4,96.3
3182,Male,15,9.4,94.5,78.5,Bachelor’s,Private,4,100.0
3183,Male,15,16.0,77.5,67.7,High School,Private,3,95.6
3184,Female,16,15.9,70.7,58.3,High School,Private,2,93.2
3185,Male,17,6.1,53.6,53.3,Master’s,Private,0,51.9
3186,Male,15,18.6,85.7,52.8,High School,Public,3,100.0
3187,Male,15,12.7,85.1,64.6,Bachelor’s,Private,2,97.5
3188,Female,18,8.8,80.7,99.5,Master’s,Private,1,100.0
3189,Female,16,11.0,75.5,40.1,Bachelor’s,Private,2,69.5
3190,Male,16,12.9,71.7,51.8,High School,Private,4,87.3
3191,Female,17,12.1,79.7,51.3,Master’s,Public,1,75.7
3192,Male,16,10.8,61.7,83.0,Bachelor’s,Public,1,87.7
3193,Female,18,11.1,97.1,61.1,Bachelor’s,Public,0,93.7
3194,Male,18,5.2,79.4,67.4,Bachelor’s,Private,0,72.3
3195,Male,17,16.6,65.6,48.9,High School,Public,3,88.2
3196,Female,18,11.8,72.5,64.3,High School,Public,2,99.4
3197,Male,15,4.4,90.3,46.2,High School,Public,3,63.6
3198,Female,15,15.8,58.1,72.0,High School,Private,0,87.0
3199,Female,18,18.8,64.6,45.9,Bachelor’s,Private,4,91.1
3200,Male,17,19.1,84.0,87.4,Master’s,Public,0,100.0
3201,Male,16,8.6,65.8,74.0,High School,Private,2,85.8
3202,Female,17,4.4,89.6,83.4,Master’s,Private,4,95.0
3203,Male,16,11.3,56.5,65.1,Bachelor’s,Private,3,82.5
3204,Male,18,4.0,88.1,62.9,High School,Public,3,79.9
3205,Male,18,18.8,53.4,45.9,Bachelor’s,Private,0,72.9
3206,Male,15,5.3,50.6,71.4,High School,Private,0,68.9
3207,Male,16,6.5,94.9,70.9,High School,Public,3,91.9
3208,Female,17,9.3,79.1,68.1,Master’s,Private,3,85.3
3209,Female,18,8.9,67.6,84.4,Bachelor’s,Private,1,96.6
3210,Male,17,16.3,61.6,90.0,Bachelor’s,Public,2,100.0
3211,Male,15,10.2,80.8,85.0,Bachelor’s,Public,1,97.8
3212,Male,16,5.1,75.5,48.6,Master’s,Private,1,66.0
3213,Female,16,6.8,99.6,77.3,Master’s,Private,3,88.3
3214,Male,18,11.2,99.2,44.8,Bachelor’s,Private,2,82.4
3215,Female,16,4.7,81.8,81.7,Bachelor’s,Public,3,86.1
3216,Female,18,13.0,72.1,62.9,High School,Public,1,92.7
3217,Female,15,12.2,74.6,47.9,High School,Private,1,77.4
3218,Male,16,14.9,84.1,91.7,Master’s,Private,3,100.0
3219,Female,18,18.9,55.1,76.8,High School,Private,0,100.0
3220,Male,17,18.4,66.4,61.3,Bachelor’s,Private,0,90.0
3221,Female,18,19.0,53.8,41.8,Bachelor’s,Public,3,80.2
3222,Male,16,6.4,53.7,72.2,High School,Private,4,73.0
3223,Female,15,4.4,59.8,95.4,High School,Public,4,82.7
3224,Male,16,7.4,74.3,75.8,Master’s,Public,0,77.0
3225,Female,16,18.1,89.2,98.3,High School,Public,2,100.0
3226,Male,18,19.5,74.3,48.2,Master’s,Private,1,97.2
3227,Male,17,17.5,66.8,74.1,High School,Public,2,96.4
3228,Male,16,4.0,54.1,87.9,High School,Public,0,74.4
3229,Male,17,19.1,77.5,71.5,High School,Private,3,100.0
3230,Female,18,9.6,63.6,45.5,High School,Private,4,72.8
3231,Female,17,2.2,80.7,75.0,Bachelor’s,Public,0,74.3
3232,Male,18,10.0,98.9,76.7,Bachelor’s,Private,2,93.5
3233,Female,15,2.8,55.6,83.7,Bachelor’s,Public,2,62.7
3234,Male,17,11.8,60.6,85.7,High School,Private,0,90.8
3235,Male,17,8.1,73.7,86.2,Master’s,Public,1,88.3
3236,Female,15,10.5,98.4,79.8,High School,Public,2,100.0
3237,Male,17,13.0,88.6,52.9,Bachelor’s,Private,1,86.1
3238,Male,15,17.6,94.9,64.3,Master’s,Private,1,100.0
3239,Female,16,13.9,66.7,86.6,Master’s,Private,3,93.9
3240,Male,18,9.8,99.6,97.2,Bachelor’s,Public,0,100.0
3241,Male,15,16.7,55.1,44.7,High School,Public,0,65.0
3242,Male,17,18.3,52.6,72.1,Master’s,Private,1,91.5
3243,Male,15,4.2,92.8,58.8,Master’s,Public,3,77.0
3244,Female,17,11.6,96.4,53.5,Bachelor’s,Private,2,82.3
3245,Female,16,7.1,54.5,70.3,Master’s,Public,2,80.5
3246,Female,15,2.8,55.7,76.4,Master’s,Public,0,65.6
3247,Male,16,14.0,51.7,40.6,Master’s,Private,1,66.7
3248,Male,18,17.5,55.2,86.8,High School,Private,3,100.0
3249,Female,17,4.9,60.5,89.2,High School,Public,3,84.2
3250,Male,17,16.6,98.5,97.9,Bachelor’s,Public,2,100.0
3251,Male,16,17.4,83.4,50.8,High School,Public,2,95.4
3252,Male,18,18.5,88.9,75.7,Master’s,Public,4,100.0
3253,Male,15,6.8,88.8,65.6,High School,Private,4,88.9
3254,Female,15,18.3,76.8,60.1,Master’s,Private,1,84.6
3255,Female,17,7.8,89.9,73.9,Master’s,Private,4,85.1
3256,Female,16,11.9,79.8,86.9,High School,Public,3,96.0
3257,Male,16,2.9,65.7,41.4,High School,Public,4,46.7
3258,Female,15,2.8,78.1,98.2,High School,Public,0,88.2
3259,Female,18,15.0,76.7,88.6,High School,Public,0,100.0
3260,Male,18,10.0,91.2,85.1,Bachelor’s,Private,2,100.0
3261,Male,15,6.6,99.1,85.6,High School,Private,2,97.2
3262,Female,15,5.4,70.6,63.3,Bachelor’s,Private,1,67.4
3263,Female,16,14.1,88.2,85.1,Master’s,Public,0,100.0
3264,Female,18,2.0,55.0,63.2,Bachelor’s,Private,1,63.8
3265,Female,15,16.5,88.8,93.9,Master’s,Private,1,100.0
3266,Male,15,3.4,68.6,50.6,Bachelor’s,Private,4,70.9
3267,Female,17,5.4,52.0,57.5,Bachelor’s,Private,2,68.0
3268,Female,15,9.0,68.2,73.1,Master’s,Public,1,79.6
3269,Male,15,10.7,80.5,59.2,Bachelor’s,Public,1,81.4
3270,Female,18,8.4,56.0,65.5,Master’s,Private,2,71.4
3271,Male,16,7.8,96.2,69.5,High School,Private,2,85.0
3272,Male,18,19.4,53.9,91.4,Master’s,Private,0,97.8
3273,Male,16,13.5,96.5,71.4,Bachelor’s,Private,2,100.0
3274,Female,17,2.4,85.4,61.7,High School,Private,4,62.8
3275,Female,15,9.7,66.5,54.9,Bachelor’s,Public,0,66.9
3276,Male,17,17.8,69.5,64.5,High School,Private,1,98.7
3277,Female,16,7.4,87.0,70.9,Master’s,Private,4,83.2
3278,Female,18,3.7,80.1,84.8,High School,Private,4,93.3
3279,Male,18,15.7,83.6,47.3,High School,Public,0,90.5
3280,Male,17,12.9,69.5,53.3,High School,Public,1,90.1
3281,Female,16,12.3,74.4,62.8,Bachelor’s,Public,0,95.1
3282,Male,17,3.0,99.5,61.6,High School,Public,3,83.8
3283,Female,17,4.5,60.7,63.5,Master’s,Public,3,65.6
3284,Female,15,13.2,70.9,87.6,Master’s,Private,0,89.3
3285,Female,17,5.7,64.6,59.4,Master’s,Private,1,60.1
3286,Female,15,11.1,88.3,70.1,High School,Public,1,100.0
3287,Male,15,11.8,88.2,77.4,Master’s,Public,2,92.1
3288,Male,18,7.1,64.6,53.9,Bachelor’s,Public,4,70.9
3289,Male,15,19.1,54.1,83.1,Master’s,Private,0,100.0
3290,Male,15,17.2,50.6,72.8,High School,Public,4,91.7
3291,Female,18,15.0,71.4,66.8,Master’s,Public,4,100.0
3292,Female,17,3.4,70.5,88.6,High School,Public,3,82.5
3293,Male,16,3.9,99.4,54.6,High School,Private,3,79.5
3294,Female,16,10.9,73.5,93.0,Master’s,Public,0,95.3
3295,Female,16,4.9,62.8,73.7,Bachelor’s,Private,0,66.2
3296,Female,17,19.6,94.6,76.6,Bachelor’s,Private,1,100.0
3297,Male,15,4.9,74.6,92.5,Master’s,Private,0,87.8
3298,Male,16,10.8,80.0,89.1,High School,Private,1,100.0
3299,Male,17,8.6,54.8,76.1,Master’s,Private,1,82.8
3300,Female,15,13.5,69.1,85.2,High School,Public,0,94.1
3301,Male,18,4.3,97.2,66.0,High School,Private,1,83.8
3302,Male,16,9.7,79.5,72.8,High School,Private,4,97.1
3303,Male,15,6.9,67.2,43.7,Bachelor’s,Private,1,65.1
3304,Male,16,18.0,81.3,45.4,Bachelor’s,Public,4,94.2
3305,Male,16,2.7,95.5,89.8,Master’s,Private,4,95.3
3306,Male,16,18.4,63.7,43.6,Bachelor’s,Private,4,79.2
3307,Female,15,17.0,75.3,50.2,High School,Private,2,93.2
3308,Female,17,7.4,97.9,87.7,High School,Public,2,94.3
3309,Male,15,16.2,58.6,40.1,Master’s,Private,1,76.5
3310,Male,16,2.6,86.0,56.9,High School,Private,0,65.0
3311,Female,15,19.4,80.7,75.0,Master’s,Private,1,100.0
3312,Female,18,11.5,84.0,75.7,Master’s,Private,2,88.7
3313,Male,17,7.5,67.6,86.6,High School,Private,3,92.4
3314,Male,15,8.5,65.7,70.4,Bachelor’s,Private,3,86.6
3315,Male,18,3.2,84.2,70.6,High School,Private,1,71.1
3316,Male,17,19.8,60.8,83.5,High School,Public,2,100.0
3317,Female,18,2.7,71.0,69.9,Master’s,Public,4,69.3
3318,Male,17,13.8,59.4,76.5,Bachelor’s,Public,2,95.4
3319,Male,15,10.0,50.4,93.9,Master’s,Private,1,87.3
3320,Male,18,19.1,98.5,64.1,High School,Public,2,100.0
3321,Male,16,6.4,71.6,63.1,Master’s,Private,3,75.8
3322,Female,18,11.6,98.5,40.2,Master’s,Public,4,84.4
3323,Female,17,10.7,57.0,76.8,High School,Public,1,84.8
3324,Female,15,14.7,79.4,41.8,Master’s,Private,1,90.2
3325,Male,17,3.2,60.0,70.2,High School,Private,0,60.1
3326,Male,18,5.5,89.5,88.3,Master’s,Private,4,99.1
3327,Female,18,5.9,89.2,73.0,Bachelor’s,Private,1,84.3
3328,Male,16,15.3,55.6,56.2,High School,Private,2,82.7
3329,Male,15,5.4,95.6,87.2,Bachelor’s,Public,2,100.0
3330,Female,15,12.3,59.7,56.2,Master’s,Private,2,83.6
3331,Female,18,5.9,80.6,84.0,Bachelor’s,Public,2,88.1
3332,Female,15,17.5,99.3,76.6,Bachelor’s,Public,1,100.0
3333,Female,16,19.0,94.1,50.2,Bachelor’s,Private,3,95.7
3334,Male,17,11.3,97.8,94.3,Master’s,Public,4,100.0
3335,Male,15,8.3,67.1,52.0,High School,Public,2,68.0
3336,Female,18,6.2,55.3,99.4,Master’s,Private,1,79.8
3337,Male,17,2.9,59.4,40.4,Master’s,Private,1,49.1
3338,Female,17,6.8,75.0,55.8,Master’s,Public,2,79.3
3339,Female,16,13.8,89.7,52.0,High School,Public,0,87.5
3340,Male,18,11.6,57.5,40.8,Master’s,Public,1,71.9
3341,Female,15,19.0,83.0,83.9,Master’s,Private,4,100.0
3342,Male,18,9.1,66.2,81.6,High School,Private,4,81.8
3343,Male,17,14.5,67.1,87.5,High School,Private,0,100.0
3344,Male,18,10.8,83.1,55.4,High School,Public,1,89.0
3345,Male,15,11.2,73.3,66.7,Bachelor’s,Private,0,90.4
3346,Female,15,6.8,90.6,79.5,High School,Private,1,89.8
3347,Male,16,10.2,57.8,66.4,Bachelor’s,Public,1,77.8
3348,Female,15,10.5,89.5,81.8,Bachelor’s,Public,0,97.6
3349,Female,15,14.7,53.2,78.0,Master’s,Public,3,93.0
3350,Female,18,18.9,59.7,46.9,Bachelor’s,Private,2,82.2
3351,Female,18,7.9,82.8,86.9,Master’s,Private,2,90.6
3352,Male,17,2.8,92.7,83.2,Bachelor’s,Private,2,89.6
3353,Male,16,10.9,62.6,79.4,High School,Private,0,85.1
3354,Female,18,11.8,66.4,49.3,Master’s,Private,1,76.2
3355,Female,15,5.0,76.9,56.1,Bachelor’s,Private,1,75.1
3356,Male,17,15.7,60.6,63.6,Master’s,Private,4,93.2
3357,Female,18,19.7,90.6,56.8,High School,Public,1,99.2
3358,Male,16,19.0,88.7,53.7,Bachelor’s,Private,3,100.0
3359,Female,16,5.5,57.3,88.3,Bachelor’s,Private,2,78.9
3360,Male,17,17.8,73.2,78.3,High School,Public,3,100.0
3361,Female,17,14.7,88.7,73.9,Bachelor’s,Public,2,100.0
3362,Female,17,10.2,66.9,53.6,Bachelor’s,Public,0,72.6
3363,Male,17,11.7,81.7,95.1,Master’s,Public,3,100.0
3364,Female,17,17.3,52.5,51.5,Bachelor’s,Private,1,79.4
3365,Female,15,10.6,80.4,87.7,High School,Private,2,100.0
3366,Male,15,8.7,57.6,98.0,Bachelor’s,Public,4,100.0
3367,Female,18,10.9,91.5,83.6,Master’s,Public,3,100.0
3368,Male,16,12.4,67.8,99.6,Bachelor’s,Private,0,100.0
3369,Male,15,5.4,64.1,79.1,Master’s,Public,4,71.5
3370,Female,15,18.2,92.0,53.0,Bachelor’s,Public,0,100.0
3371,Female,15,14.1,52.5,52.2,Master’s,Private,2,71.7
3372,Female,18,13.4,69.8,59.5,Master’s,Public,3,94.8
3373,Female,17,3.8,68.5,40.4,Bachelor’s,Private,0,56.2
3374,Female,18,12.9,64.2,80.9,High School,Public,4,93.6
3375,Female,16,4.2,95.6,56.1,High School,Private,4,74.4
3376,Female,16,3.4,87.5,88.9,Bachelor’s,Public,1,83.8
3377,Male,16,11.5,53.2,61.6,Bachelor’s,Private,0,70.4
3378,Female,16,9.3,85.7,68.8,Bachelor’s,Private,3,97.8
3379,Male,15,12.6,76.4,97.9,Bachelor’s,Public,3,100.0
3380,Female,15,3.6,95.0,54.5,Bachelor’s,Public,1,68.3
3381,Female,18,9.8,65.6,83.3,High School,Public,4,95.0
3382,Male,17,5.1,78.7,85.3,Master’s,Public,0,85.7
3383,Female,16,19.8,75.0,53.3,Master’s,Public,4,100.0
3384,Female,18,12.1,74.5,70.1,High School,Private,0,94.7
3385,Male,15,14.4,72.8,61.0,High School,Private,0,90.8
3386,Female,15,7.9,60.3,86.3,Master’s,Private,0,85.0
3387,Female,17,3.7,87.8,77.3,High School,Private,4,77.5
3388,Female,17,19.6,72.6,68.6,Bachelor’s,Public,4,100.0
3389,Male,17,7.2,97.9,86.8,High School,Private,4,100.0
3390,Female,18,9.6,63.0,54.1,High School,Private,2,75.9
3391,Female,15,13.7,84.1,85.2,High School,Private,4,100.0
3392,Female,15,2.4,97.0,91.9,High School,Public,1,94.1
3393,Female,17,16.6,83.2,92.7,Master’s,Public,2,100.0
3394,Male,16,11.7,93.6,87.0,Master’s,Private,0,100.0
3395,Male,17,7.0,91.4,64.5,Master’s,Public,3,88.9
3396,Female,18,3.1,68.0,98.9,Master’s,Private,2,89.3
3397,Female,17,4.9,80.0,62.8,Bachelor’s,Public,2,79.3
3398,Male,17,18.1,57.8,78.3,Bachelor’s,Public,0,98.1
3399,Male,18,14.3,76.8,49.7,Master’s,Public,4,90.0
3400,Female,17,6.5,61.5,98.8,Master’s,Private,4,93.4
3401,Male,15,3.2,87.2,82.2,Master’s,Public,2,79.2
3402,Female,16,14.4,76.4,85.2,High School,Private,4,100.0
3403,Male,17,12.3,70.6,43.9,Bachelor’s,Public,2,80.3
3404,Male,18,9.3,63.4,85.8,Bachelor’s,Private,3,94.1
3405,Male,16,8.5,99.9,86.5,High School,Private,3,100.0
3406,Male,18,5.9,53.6,80.3,High School,Private,0,75.2
3407,Female,16,14.1,52.2,57.5,High School,Private,1,82.6
3408,Male,16,19.5,60.9,69.4,Bachelor’s,Private,1,100.0
3409,Male,17,5.2,98.6,46.6,High School,Private,4,81.9
3410,Female,15,12.7,99.0,68.3,High School,Public,1,94.2
3411,Male,17,9.6,82.7,54.6,High School,Private,3,92.3
3412,Male,18,10.0,94.0,60.9,Master’s,Public,0,89.7
3413,Female,18,6.6,60.7,49.8,High School,Private,3,71.6
3414,Male,16,16.9,98.6,53.8,Master’s,Private,2,100.0
3415,Female,16,10.7,57.1,44.6,Bachelor’s,Public,4,67.4
3416,Female,15,11.8,55.1,95.2,Bachelor’s,Private,4,95.8
3417,Female,17,7.5,55.6,71.8,Bachelor’s,Public,1,72.0
3418,Female,18,5.3,78.7,63.8,Master’s,Private,2,82.7
3419,Male,16,3.5,89.0,72.1,High School,Public,1,75.3
3420,Female,15,14.9,68.3,77.7,Bachelor’s,Public,1,91.2
3421,Male,18,5.5,98.9,95.3,High School,Private,1,100.0
3422,Male,16,14.4,71.7,50.7,Master’s,Public,2,94.6
3423,Male,18,9.0,57.5,57.7,Bachelor’s,Public,1,67.1
3424,Male,15,9.5,73.3,98.5,High School,Private,4,100.0
3425,Male,15,10.4,84.0,62.3,High School,Private,1,90.8
3426,Male,18,8.6,91.6,41.4,Bachelor’s,Private,2,75.4
3427,Male,17,3.8,72.9,48.9,High School,Public,2,57.6
3428,Male,18,7.6,79.7,41.6,Master’s,Public,3,70.7
